vehicle_id,timestamp,speed,rpm,engine_temp,fuel_level,idle_time,harsh_brake,distance,driver_id,route_type,failure,failure_prob,predicted_fuel,driver_score
161,2025-01-04 21:00:00,12,3244,75,58,2,0,40,16,highway,0,0.01,54.51693173718055,99.0
139,2025-01-04 22:00:00,117,2126,75,31,23,0,168,2,city,0,0.0,54.67193000570694,78.5
184,2025-01-04 23:00:00,0,3070,102,86,0,0,74,10,city,1,0.85,54.529890810922616,100.0
179,2025-01-05 00:00:00,33,3981,99,85,5,1,74,18,highway,0,0.03,54.45028946444096,77.5
181,2025-01-05 01:00:00,92,1314,115,13,18,0,50,13,highway,0,0.0,54.744675376568324,91.0
152,2025-01-05 02:00:00,47,1028,104,81,21,0,10,2,highway,0,0.0,54.75557009711171,89.5
123,2025-01-05 03:00:00,110,2095,92,73,50,1,103,13,highway,0,0.0,54.671167555110245,45.0
125,2025-01-05 04:00:00,76,2183,79,46,42,0,299,3,city,0,0.01,54.64889389279436,79.0
188,2025-01-05 05:00:00,47,832,88,40,58,0,104,15,city,0,0.0,54.77398933729682,71.0
159,2025-01-05 06:00:00,48,1534,97,46,7,0,290,3,city,0,0.0,54.70508516302356,96.5
140,2025-01-05 07:00:00,116,3398,92,54,4,0,280,10,city,0,0.0,54.542945975226644,88.0
128,2025-01-05 08:00:00,63,820,73,99,51,0,142,6,highway,0,0.0,54.78192029505958,74.5
114,2025-01-05 09:00:00,60,3353,89,17,8,0,297,14,city,0,0.04,54.52487393029092,96.0
144,2025-01-05 10:00:00,28,2175,88,49,46,0,170,9,city,0,0.0,54.63027114280214,77.0
164,2025-01-05 11:00:00,38,1664,111,14,20,0,13,18,highway,0,0.0,54.68731749923906,90.0
188,2025-01-05 12:00:00,87,828,96,37,27,0,157,8,highway,0,0.0,54.791724827429285,86.5
170,2025-01-05 13:00:00,25,3862,103,90,45,1,174,6,highway,1,0.98,54.45754312735694,57.5
108,2025-01-05 14:00:00,16,2298,73,96,3,0,162,15,city,0,0.0,54.61470311430996,98.5
187,2025-01-05 15:00:00,70,2776,107,18,55,1,132,14,highway,0,0.01,54.585646154455915,52.5
100,2025-01-05 16:00:00,12,3469,76,11,23,1,28,15,highway,0,0.01,54.493190664659735,68.5
107,2025-01-05 17:00:00,68,2247,117,72,7,0,83,6,city,0,0.0,54.64060484578851,96.5
187,2025-01-05 18:00:00,25,1032,76,60,51,0,269,12,highway,0,0.0,54.7451027785764,74.5
162,2025-01-05 19:00:00,48,1853,119,40,16,0,251,10,city,0,0.0,54.672275368029986,92.0
110,2025-01-05 20:00:00,66,2016,95,16,33,0,106,19,highway,0,0.0,54.66223045799139,83.5
180,2025-01-05 21:00:00,6,1896,95,39,19,0,261,8,highway,0,0.0,54.65091601955773,90.5
107,2025-01-05 22:00:00,57,3691,88,67,15,0,14,5,highway,0,0.01,54.48900914437358,92.5
134,2025-01-05 23:00:00,48,3795,78,12,9,0,80,10,highway,0,0.0,54.47506436972334,95.5
134,2025-01-06 00:00:00,102,3870,89,60,33,0,160,11,city,0,0.01,54.488137058199214,73.5
132,2025-01-06 01:00:00,52,2129,111,65,42,0,178,14,city,0,0.01,54.64474922696172,79.0
104,2025-01-06 02:00:00,64,1055,114,82,9,0,155,14,city,0,0.0,54.760140884875284,95.5
140,2025-01-06 03:00:00,112,838,119,19,29,0,35,2,highway,0,0.01,54.800663902568836,75.5
127,2025-01-06 04:00:00,61,2226,85,70,29,0,259,17,city,0,0.0,54.639029949937466,85.5
106,2025-01-06 05:00:00,16,1897,86,59,50,1,260,15,city,0,0.0,54.65356135878275,55.0
172,2025-01-06 06:00:00,42,728,91,56,24,0,135,3,highway,0,0.0,54.783949176923976,88.0
171,2025-01-06 07:00:00,24,1630,82,99,56,0,131,3,city,0,0.0,54.683681378428545,72.0
111,2025-01-06 08:00:00,2,3243,81,10,45,0,81,3,city,0,0.0,54.5112592966968,77.5
133,2025-01-06 09:00:00,78,1713,79,66,42,0,59,3,city,0,0.0,54.697494941009,79.0
132,2025-01-06 10:00:00,28,3402,70,47,40,1,74,18,highway,0,0.01,54.50573324502963,60.0
147,2025-01-06 11:00:00,116,1527,101,71,6,0,239,6,city,0,0.0,54.73314095562749,87.0
122,2025-01-06 12:00:00,106,1050,99,88,46,1,129,14,highway,0,0.0,54.775999441728764,47.0
161,2025-01-06 13:00:00,31,3301,77,98,19,0,138,3,highway,0,0.0,54.518068320560154,90.5
187,2025-01-06 14:00:00,25,2724,90,79,16,0,103,1,city,0,0.0,54.57446164801491,92.0
136,2025-01-06 15:00:00,15,998,91,91,2,1,9,10,city,0,0.0,54.74654979238569,79.0
198,2025-01-06 16:00:00,24,2443,87,74,46,0,232,13,city,0,0.0,54.60141004345107,77.0
143,2025-01-06 17:00:00,53,2565,71,71,45,0,99,9,highway,0,0.0,54.60068773158186,77.5
185,2025-01-06 18:00:00,27,1915,117,65,39,0,218,2,city,0,0.02,54.65659743270896,80.5
190,2025-01-06 19:00:00,72,2395,113,76,35,0,237,10,highway,0,0.01,54.62601422394951,82.5
134,2025-01-06 20:00:00,119,2811,78,26,25,0,222,12,city,0,0.0,54.60298815164588,77.5
164,2025-01-06 21:00:00,55,1454,72,17,9,0,168,19,highway,0,0.01,54.71594978544841,95.5
198,2025-01-06 22:00:00,64,1469,95,69,33,1,62,3,city,0,0.0,54.71705618660492,63.5
146,2025-01-06 23:00:00,92,1938,90,49,13,0,10,19,highway,0,0.0,54.68142041315026,93.5
177,2025-01-07 00:00:00,85,1533,99,90,7,1,234,1,highway,0,0.0,54.72004290529508,76.5
102,2025-01-07 01:00:00,79,2913,97,98,54,0,87,15,highway,0,0.0,54.575368079653714,73.0
100,2025-01-07 02:00:00,40,2606,105,71,26,0,267,13,city,0,0.0,54.59207565461701,87.0
104,2025-01-07 03:00:00,114,2264,95,50,9,1,204,7,highway,0,0.0,54.65726384450245,65.5
189,2025-01-07 04:00:00,107,1918,103,21,56,0,241,2,highway,0,0.02,54.687718100810834,62.0
113,2025-01-07 05:00:00,50,1205,77,98,49,1,56,11,highway,0,0.0,54.73762872110306,55.5
126,2025-01-07 06:00:00,117,2057,79,63,14,0,110,16,city,0,0.0,54.67931532262083,83.0
108,2025-01-07 07:00:00,104,3540,117,98,36,0,49,14,highway,1,0.99,54.522377678367924,72.0
178,2025-01-07 08:00:00,70,3580,112,20,21,1,243,15,highway,1,1.0,54.50527186325971,69.5
114,2025-01-07 09:00:00,77,2160,119,69,44,1,16,19,city,0,0.0,54.65155264594257,58.0
189,2025-01-07 10:00:00,28,3605,83,77,49,0,73,7,highway,0,0.02,54.48472040786503,75.5
141,2025-01-07 11:00:00,82,2116,109,87,30,0,202,9,city,0,0.0,54.65860762247939,85.0
176,2025-01-07 12:00:00,18,3553,84,55,1,0,93,4,city,0,0.0,54.487957077322285,99.5
150,2025-01-07 13:00:00,65,1872,86,47,44,1,137,6,city,0,0.0,54.676023468141445,58.0
162,2025-01-07 14:00:00,40,1460,87,70,30,0,33,10,city,0,0.0,54.70845783503923,85.0
195,2025-01-07 15:00:00,44,1532,101,26,13,0,88,3,highway,0,0.0,54.703437059355956,93.5
151,2025-01-07 16:00:00,14,2128,107,75,9,0,203,1,city,0,0.0,54.63094328933673,95.5
195,2025-01-07 17:00:00,2,982,92,81,29,0,39,6,highway,0,0.0,54.74185278482975,85.5
103,2025-01-07 18:00:00,10,1078,115,45,35,1,114,5,city,0,0.0,54.735056462303845,62.5
193,2025-01-07 19:00:00,52,897,92,83,46,0,247,15,highway,0,0.0,54.769877427843355,77.0
122,2025-01-07 20:00:00,45,3762,104,16,39,0,208,11,highway,1,0.98,54.47598865347963,80.5
114,2025-01-07 21:00:00,29,3771,108,25,14,0,297,13,highway,1,0.93,54.46967180621435,93.0
142,2025-01-07 22:00:00,56,1255,84,23,13,0,211,6,highway,0,0.0,54.73642555761718,93.5
128,2025-01-07 23:00:00,103,1055,93,89,30,0,59,5,highway,0,0.0,54.7749409164102,75.0
135,2025-01-08 00:00:00,17,2263,97,34,28,1,156,2,city,0,0.0,54.617641386609364,66.0
112,2025-01-08 01:00:00,50,1740,85,13,26,0,122,17,highway,0,0.0,54.68416119380916,87.0
131,2025-01-08 02:00:00,47,3386,85,38,20,0,120,12,highway,0,0.0,54.51580732663786,90.0
170,2025-01-08 03:00:00,65,1078,109,65,8,0,297,12,highway,0,0.02,54.75824425437813,96.0
158,2025-01-08 04:00:00,95,1379,108,15,19,1,62,14,city,0,0.0,54.73922864963107,70.5
185,2025-01-08 05:00:00,7,3253,75,10,34,0,158,7,city,0,0.01,54.5126998656471,83.0
127,2025-01-08 06:00:00,21,2479,71,48,57,0,40,14,city,0,0.0,54.59609439995893,71.5
165,2025-01-08 07:00:00,5,1598,82,10,14,0,242,7,city,0,0.0,54.68102501658514,93.0
141,2025-01-08 08:00:00,75,775,113,72,23,0,40,9,city,0,0.0,54.792460267328316,88.5
144,2025-01-08 09:00:00,110,930,116,66,48,1,190,14,city,0,0.0,54.78972743650912,46.0
161,2025-01-08 10:00:00,56,2439,78,76,56,0,234,17,highway,0,0.0,54.61425623815982,72.0
156,2025-01-08 11:00:00,103,1661,103,74,15,0,15,17,city,0,0.02,54.713925583151536,82.5
105,2025-01-08 12:00:00,35,3049,86,74,35,0,124,13,highway,0,0.0,54.544647744933854,82.5
127,2025-01-08 13:00:00,78,3473,96,30,10,0,228,18,highway,0,0.0,54.51981563208853,95.0
127,2025-01-08 14:00:00,91,2962,98,39,56,0,280,19,highway,0,0.01,54.57512124495149,72.0
143,2025-01-08 15:00:00,115,3929,106,42,7,0,48,17,highway,1,0.99,54.48842014875168,86.5
183,2025-01-08 16:00:00,56,2816,112,57,2,0,189,6,highway,0,0.01,54.578125090999045,99.0
129,2025-01-08 17:00:00,48,1092,91,31,18,1,47,12,highway,0,0.0,54.74958566575702,71.0
161,2025-01-08 18:00:00,44,1808,93,63,45,0,184,6,city,0,0.0,54.67405941879545,77.5
174,2025-01-08 19:00:00,81,966,76,13,40,0,105,3,highway,0,0.0,54.77474963919587,80.0
191,2025-01-08 20:00:00,65,1792,103,96,2,1,247,15,city,0,0.0,54.68587738562514,79.0
188,2025-01-08 21:00:00,76,1310,117,64,35,0,264,3,highway,0,0.01,54.737962517665,82.5
161,2025-01-08 22:00:00,44,2070,81,53,24,1,206,15,highway,0,0.0,54.64827360801704,68.0
196,2025-01-08 23:00:00,117,1708,92,98,59,0,18,1,highway,0,0.0,54.712967089200575,60.5
100,2025-01-09 00:00:00,78,1661,84,21,35,0,251,3,highway,0,0.0,54.70306957986594,82.5
126,2025-01-09 01:00:00,19,3475,102,90,10,1,238,5,city,1,0.98,54.49592286823166,75.0
161,2025-01-09 02:00:00,63,1372,82,88,50,0,66,14,city,0,0.0,54.7258239542334,75.0
176,2025-01-09 03:00:00,92,3170,92,83,15,0,150,4,city,0,0.0,54.55604677162603,92.5
102,2025-01-09 04:00:00,105,3945,107,61,54,0,193,9,city,1,0.96,54.48085521666344,63.0
169,2025-01-09 05:00:00,92,2400,101,85,53,0,147,18,highway,0,0.01,54.63279970670833,73.5
171,2025-01-09 06:00:00,66,2862,114,74,16,1,183,10,highway,0,0.0,54.57688943932376,72.0
126,2025-01-09 07:00:00,82,2967,119,74,41,0,106,8,city,0,0.01,54.571612724584696,79.5
108,2025-01-09 08:00:00,2,730,104,19,23,1,236,13,highway,0,0.0,54.76772609937668,68.5
161,2025-01-09 09:00:00,53,2066,70,27,16,0,126,2,highway,0,0.0,54.65262128626814,92.0
136,2025-01-09 10:00:00,77,2100,116,56,47,1,179,7,city,0,0.0,54.6575318003604,56.5
196,2025-01-09 11:00:00,63,1853,114,75,19,0,13,11,city,0,0.0,54.67817536839485,90.5
150,2025-01-09 12:00:00,39,1316,74,58,21,0,231,5,highway,0,0.0,54.72306898066462,89.5
143,2025-01-09 13:00:00,58,1238,82,81,5,0,28,18,city,0,0.0,54.739284705741554,97.5
123,2025-01-09 14:00:00,54,3486,74,31,6,0,261,8,highway,0,0.0,54.5090208332256,97.0
178,2025-01-09 15:00:00,61,3773,101,95,13,1,100,10,highway,1,0.96,54.48235778796062,73.5
158,2025-01-09 16:00:00,3,1570,90,35,10,0,188,2,highway,0,0.0,54.68323315580031,95.0
131,2025-01-09 17:00:00,59,800,93,99,11,0,119,3,highway,0,0.0,54.783984465406974,94.5
195,2025-01-09 18:00:00,115,3829,87,18,45,1,46,5,highway,0,0.03,54.49703548258042,47.5
187,2025-01-09 19:00:00,74,2112,90,30,4,1,68,16,highway,0,0.0,54.65686587254731,78.0
151,2025-01-09 20:00:00,94,3439,79,72,4,0,171,10,highway,0,0.01,54.52994303714854,98.0
161,2025-01-09 21:00:00,106,1640,93,15,19,1,196,11,city,0,0.0,54.7171021563524,60.5
157,2025-01-09 22:00:00,95,1040,109,23,53,0,20,19,city,0,0.0,54.772313411599065,73.5
151,2025-01-09 23:00:00,90,3608,116,42,54,0,111,16,city,1,0.98,54.5091046924287,73.0
111,2025-01-10 00:00:00,29,1743,90,80,57,0,146,12,city,0,0.0,54.674156181124815,71.5
138,2025-01-10 01:00:00,106,737,94,33,14,1,192,2,city,0,0.0,54.80913990504506,63.0
101,2025-01-10 02:00:00,1,1359,92,82,25,0,229,11,highway,0,0.0,54.703274784268245,87.5
102,2025-01-10 03:00:00,61,2733,91,84,32,0,12,1,highway,0,0.0,54.58734638807056,84.0
155,2025-01-10 04:00:00,48,2260,73,96,56,1,217,5,city,0,0.0,54.62924804676559,52.0
180,2025-01-10 05:00:00,8,2356,103,60,29,0,79,14,highway,0,0.0,54.60452894157826,85.5
158,2025-01-10 06:00:00,91,3675,75,11,23,1,36,18,city,0,0.01,54.503960557002515,68.5
101,2025-01-10 07:00:00,30,1749,97,24,22,1,264,7,highway,0,0.0,54.67537924544514,69.0
101,2025-01-10 08:00:00,97,1153,100,44,8,1,28,5,highway,0,0.0,54.76346538175137,76.0
191,2025-01-10 09:00:00,60,2404,104,45,2,0,86,8,highway,0,0.0,54.621630689724014,99.0
153,2025-01-10 10:00:00,119,2046,108,48,57,0,188,15,city,0,0.0,54.6794780378092,61.5
186,2025-01-10 11:00:00,78,3484,111,13,35,1,254,5,highway,1,0.95,54.51767428570886,62.5
195,2025-01-10 12:00:00,47,1518,92,73,47,0,80,13,city,0,0.0,54.70467454395759,76.5
196,2025-01-10 13:00:00,24,1472,75,83,6,0,186,19,highway,0,0.0,54.701794987263234,97.0
100,2025-01-10 14:00:00,35,712,85,15,21,0,5,2,city,0,0.0,54.7828884608555,89.5
118,2025-01-10 15:00:00,7,3662,71,66,13,0,46,5,city,0,0.0,54.47196446175783,93.5
101,2025-01-10 16:00:00,72,1620,93,39,47,1,102,5,city,0,0.0,54.70433922471135,56.5
152,2025-01-10 17:00:00,57,1524,86,83,28,0,2,6,highway,0,0.0,54.70885673230935,86.0
143,2025-01-10 18:00:00,100,3118,114,76,49,0,217,16,highway,1,0.99,54.563156350457824,75.5
189,2025-01-10 19:00:00,111,2014,70,99,15,0,25,2,highway,0,0.0,54.681238337802306,82.5
131,2025-01-10 20:00:00,44,3079,75,24,47,0,257,5,highway,0,0.0,54.544719558690794,76.5
169,2025-01-10 21:00:00,61,3008,74,26,33,0,223,15,city,0,0.01,54.559338555409134,83.5
131,2025-01-10 22:00:00,38,2717,114,27,9,0,69,1,highway,0,0.02,54.58067957207884,95.5
167,2025-01-10 23:00:00,95,1928,119,28,6,0,197,19,city,0,0.01,54.68392828382704,97.0
154,2025-01-11 00:00:00,57,1396,98,85,24,0,272,3,city,0,0.0,54.72203769218122,88.0
174,2025-01-11 01:00:00,115,3434,81,97,26,1,182,19,highway,0,0.01,54.537983386647895,57.0
155,2025-01-11 02:00:00,80,1649,108,78,14,0,18,15,city,0,0.0,54.70595202648769,93.0
116,2025-01-11 03:00:00,98,3134,116,33,31,0,107,3,highway,1,0.99,54.5614624763637,84.5
137,2025-01-11 04:00:00,100,3568,72,57,27,1,17,8,highway,0,0.0,54.518292238937256,66.5
123,2025-01-11 05:00:00,82,3215,117,39,8,0,125,15,highway,1,1.0,54.547741565863944,96.0
168,2025-01-11 06:00:00,63,2138,70,24,6,1,82,1,city,0,0.0,54.649723251442964,77.0
197,2025-01-11 07:00:00,43,768,96,56,58,0,4,6,highway,0,0.0,54.77889194483558,71.0
169,2025-01-11 08:00:00,28,3875,117,53,55,0,115,17,city,1,0.96,54.45701653089636,72.5
185,2025-01-11 09:00:00,58,2481,93,36,15,0,137,16,highway,0,0.0,54.61246513299168,92.5
110,2025-01-11 10:00:00,70,3932,113,93,25,0,287,13,highway,1,0.99,54.469310571028444,87.5
115,2025-01-11 11:00:00,91,2947,88,73,34,1,228,1,highway,0,0.0,54.57754666265913,63.0
196,2025-01-11 12:00:00,8,2963,77,50,16,1,16,3,city,0,0.0,54.54333009685975,72.0
172,2025-01-11 13:00:00,91,2669,113,77,22,0,298,6,city,0,0.03,54.60630956356894,89.0
158,2025-01-11 14:00:00,5,911,116,14,7,0,212,3,city,0,0.0,54.75117782976449,96.5
169,2025-01-11 15:00:00,28,1207,71,62,1,1,246,15,highway,0,0.0,54.73055552674618,79.5
179,2025-01-11 16:00:00,57,2763,99,17,30,0,286,15,highway,0,0.0,54.582771205398885,85.0
192,2025-01-11 17:00:00,16,2221,99,31,56,1,282,11,city,0,0.0,54.62036579454888,52.0
102,2025-01-11 18:00:00,15,3631,118,16,51,0,177,6,highway,1,0.96,54.47677475733587,74.5
119,2025-01-11 19:00:00,86,1031,108,31,57,0,31,6,highway,0,0.0,54.769451433303175,71.5
158,2025-01-11 20:00:00,94,3464,114,55,58,0,50,9,highway,1,1.0,54.52519162355718,71.0
135,2025-01-11 21:00:00,2,1250,101,39,56,0,143,14,highway,0,0.0,54.71349326143663,72.0
118,2025-01-11 22:00:00,20,2324,70,25,31,0,52,11,city,0,0.0,54.61251963777386,84.5
189,2025-01-11 23:00:00,63,1641,107,88,28,0,233,6,city,0,0.0,54.69936716484252,86.0
